Date,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh)
06-12-2018 16.50,2978.989014,11.59885979,3445.299537
06-12-2018 17.00,2941.927002,11.59772015,3445.0396
06-12-2018 17.10,2620.927979,11.07275009,3297.527511
06-12-2018 17.20,2423.727051,10.46000957,3046.505718
06-12-2018 17.30,2496.370117,10.8350296,3211.032427
06-12-2018 17.40,2312.938965,10.29776001,2963.769343
06-12-2018 17.50,2107.798096,9.83701992,2686.529948
06-12-2018 18.00,2058.081055,9.696716309,2588.642191
06-12-2018 18.10,2128.99707,9.785942078,2651.66074
06-12-2018 18.20,2057.743896,9.526983261,2461.122636
06-12-2018 18.30,1813.541992,9.178758621,2259.807957
06-12-2018 18.40,1327.324951,7.897977829,1472.125237
06-12-2018 18.50,1460.19104,6.639013767,861.4500289
06-12-2018 19.00,1089.957031,6.060256004,644.5036932
06-12-2018 19.10,1455.442017,7.668413162,1346.216425
06-12-2018 19.20,1672.363037,9.205494881,2277.217654
06-12-2018 19.30,1463.374023,8.733042717,1973.522075
06-12-2018 19.40,1610.916992,9.081915855,2196.927272
06-12-2018 19.50,1582.812988,8.945137978,2108.685412
06-12-2018 20.00,1473.811035,8.628808975,1907.999566
06-12-2018 20.10,1417.560059,8.336233139,1728.017372
06-12-2018 20.20,1063.680054,7.599661827,1309.757482
06-12-2018 20.30,835.1533203,6.959994793,998.0810926
06-12-2018 20.40,1000.476013,7.287824154,1151.005878
06-12-2018 20.50,984.3704224,7.240046978,1127.81632
06-12-2018 21.00,790.7479248,6.902398109,972.650308
06-12-2018 21.10,842.4185791,6.971571922,1003.242678
06-12-2018 21.20,1126.392944,7.769895077,1401.108056
06-12-2018 21.30,1383.760986,8.332798004,1725.942999
06-12-2018 21.40,1345.409058,8.358488083,1741.479914
06-12-2018 21.50,1639.286011,8.912384033,2087.668948
06-12-2018 22.00,1666.241943,8.847189903,2045.985175
06-12-2018 22.10,1460.994019,8.650157928,1921.36572
06-12-2018 22.20,1233.963989,8.011162758,1536.395632
06-12-2018 22.30,1096.237061,7.641036034,1331.626209
06-12-2018 22.40,896.3153076,7.33814621,1175.780434
06-12-2018 22.50,974.6000977,7.454872131,1234.670364
06-12-2018 23.00,952.6790771,7.576828957,1297.783679
06-12-2018 23.10,945.4489136,7.292694092,1153.387649
06-12-2018 23.20,776.9998779,6.717906952,893.9021654
06-12-2018 23.30,742.4428101,6.705452919,888.731463
06-12-2018 23.40,628.1151733,6.473062038,795.494009
06-12-2018 23.50,594.949585,6.491024017,802.4843077
07-12-2018 0.00,2148.577881,10.06472015,2831.691069
07-12-2018 0.10,1878.350952,9.283078194,2327.841403
07-12-2018 0.20,2094.226074,9.69982338,2590.88234
07-12-2018 0.30,2540.246094,11.25710011,3355.859369
07-12-2018 0.40,2521.113037,11.19944,3338.405113
07-12-2018 0.50,2401.280029,10.71529007,3162.376635
07-12-2018 1.00,2537.346924,10.98052979,3265.524286
07-12-2018 1.10,2722.239014,11.46557045,3413.194963
07-12-2018 1.20,2852.467041,11.69598961,3466.550805
07-12-2018 1.30,2714.878906,11.52657032,3428.316903
07-12-2018 1.40,2439.272949,10.50069046,3066.117148
07-12-2018 1.50,2172.272949,9.945248604,2757.586528
07-12-2018 2.00,2095.199951,9.713792801,2600.913041
07-12-2018 2.10,2076.677979,9.465327263,2447.225745
07-12-2018 2.20,2101.324951,9.575274467,2498.445318
07-12-2018 2.30,1361.323975,7.924668789,1487.157165
07-12-2018 2.40,1613.772949,8.51793766,1839.066574
07-12-2018 2.50,1983.588989,9.197140694,2271.775587
07-12-2018 3.00,1744.467041,8.851112366,2048.487311
07-12-2018 3.10,1784.005005,8.842326164,2042.883663
07-12-2018 3.20,2043.229004,9.509642601,2447.514526
07-12-2018 3.30,1983.894043,9.138940811,2233.918238
07-12-2018 3.40,2040.641968,9.630508423,2540.111171
07-12-2018 3.50,2047.600952,9.352500916,2373.252866
07-12-2018 4.00,2385.356934,10.07886028,2840.168363
07-12-2018 4.10,1989.651001,9.071846962,2190.407182
07-12-2018 4.20,2094.350098,9.212760925,2281.952411
07-12-2018 4.30,1918.595947,9.053697586,2178.663703
07-12-2018 4.40,2083.258057,9.170661926,2254.539651
07-12-2018 4.50,1730.994995,8.568575859,1870.447503
07-12-2018 5.00,2327.294922,9.76470089,2636.903349
07-12-2018 5.10,2195.584961,9.501322746,2440.946554
07-12-2018 5.20,2530.876953,10.47453022,3053.556993
07-12-2018 5.30,1847.802979,8.811861992,2023.484505
07-12-2018 5.40,1987.203979,9.144275665,2237.384211
07-12-2018 5.50,1935.368042,9.018945694,2156.211572
07-12-2018 6.00,1773.613037,8.67800045,1938.839999
07-12-2018 6.10,1940.453979,8.940059662,2105.423812
07-12-2018 6.20,1642.862061,8.494005203,1824.29814
07-12-2018 6.30,1562.168945,8.205369949,1649.704717
07-12-2018 6.40,1340.354004,7.734773159,1381.968835
07-12-2018 6.50,1711.015991,8.44801712,1796.036576
07-12-2018 7.00,1901.744995,9.105937958,2212.496843
07-12-2018 7.10,1906.406006,8.960577965,2118.608757
07-12-2018 7.20,2002.51001,9.336256981,2362.618903
07-12-2018 7.30,1645.281982,8.564464569,1867.893123
07-12-2018 7.40,1499.988037,8.344952583,1733.287141
07-12-2018 7.50,1341.522949,7.769876003,1401.097622
07-12-2018 8.00,1498.366943,8.386514664,1758.490883
07-12-2018 8.10,1383.421997,8.008751869,1535.012523
07-12-2018 8.20,1570.430054,8.414055824,1775.267883
07-12-2018 8.30,1474.982056,8.252547264,1677.76525
07-12-2018 8.40,1392.793945,8.013824463,1537.92333
07-12-2018 8.50,1492.979004,8.31567955,1715.62029
07-12-2018 9.00,1600.899048,8.536767006,1850.714507
07-12-2018 9.10,1709.911987,8.763011932,1992.47905
07-12-2018 9.20,1715.98999,8.800474167,2016.245202
07-12-2018 9.30,1878.583008,9.169769287,2253.95895
07-12-2018 9.40,1905.156006,9.313591003,2347.789011
07-12-2018 9.50,1562.844971,8.408402443,1771.819225
07-12-2018 10.00,1599.944946,8.709028244,1958.368684
07-12-2018 10.10,1316.333008,7.899124146,1472.769215
07-12-2018 10.20,1203.42395,7.65946722,1341.438437
07-12-2018 10.30,1441.198975,8.203650475,1648.685771
07-12-2018 10.40,1575.202026,8.475158691,1812.697318
07-12-2018 10.50,1547.551025,8.489744186,1821.67304
07-12-2018 11.00,1559.984985,8.466733932,1807.519952
07-12-2018 11.10,1344.047974,7.881604195,1462.942756
07-12-2018 11.20,1440.942017,8.137412071,1609.641324
07-12-2018 11.30,1292.077026,7.862548828,1452.294018
07-12-2018 11.40,1216.277954,7.65309,1338.038535
07-12-2018 11.50,1495.465942,8.378423691,1753.573544
07-12-2018 12.00,1576.797974,8.490253448,1821.986714
07-12-2018 12.10,1225.041992,7.791436195,1412.919237
07-12-2018 12.20,1310.379028,7.812265873,1424.392119
07-12-2018 12.30,1359.213989,7.931929111,1491.259527
07-12-2018 12.40,1032.796997,7.324086189,1168.821862
07-12-2018 12.50,1178.897949,7.679975986,1352.40692
07-12-2018 13.00,826.1550903,6.821050167,937.4257106
07-12-2018 13.10,1124.067017,7.531291008,1274.107902
07-12-2018 13.20,844.7028198,6.857477188,953.0997614
07-12-2018 13.30,810.477417,6.732532024,899.9973201
07-12-2018 13.40,1090.364014,7.512523174,1264.430774
07-12-2018 13.50,1143.468018,7.620946884,1320.980472
07-12-2018 14.00,1140.478027,7.57451582,1296.574444
07-12-2018 14.10,1347.489014,7.995518208,1527.431201
07-12-2018 14.20,1527.166992,8.324173927,1720.73949
07-12-2018 14.30,1459.104004,8.199507713,1646.231913
07-12-2018 14.40,1498.880005,8.285796165,1697.65916
07-12-2018 14.50,1895.140991,9.028061867,2162.096828
07-12-2018 15.00,1828.082031,9.070837021,2189.753394
07-12-2018 15.10,1818.031006,8.988244057,2136.415074
07-12-2018 15.20,2082.435059,9.464767456,2446.858319
07-12-2018 15.30,2198.699951,9.883971214,2717.822429
07-12-2018 15.40,1644.838013,8.468280792,1808.470169
07-12-2018 15.50,1659.802979,8.653025627,1923.163309
07-12-2018 16.00,1613.718018,8.653144836,1923.238045
07-12-2018 16.10,1772.042969,8.975776672,2128.386934
07-12-2018 16.20,1621.598022,8.633357048,1910.844609
07-12-2018 16.30,1586.517944,8.56208992,1866.418255
07-12-2018 16.40,1347.194946,8.01088047,1536.233655
07-12-2018 16.50,1147.206055,7.564896107,1291.553105
07-12-2018 17.00,914.6328125,7.205203056,1111.104523
07-12-2018 17.10,972.0241699,7.257276058,1136.141895
07-12-2018 17.20,1242.067993,7.812636852,1424.596911
07-12-2018 17.30,1524.889038,8.530641556,1846.922541
07-12-2018 17.40,1573.270996,8.731790543,1972.731119
07-12-2018 17.50,1673.636963,8.987328529,2135.82532
07-12-2018 18.00,1729.552002,9.081831932,2196.872913
07-12-2018 18.10,1920.254028,9.488226891,2462.258404
07-12-2018 18.20,1941.717041,9.609374046,2524.296206
07-12-2018 18.30,1986.468018,9.873384476,2710.829457
07-12-2018 18.40,1905.608032,9.459259033,2443.24307
07-12-2018 18.50,1846.682007,9.313411713,2347.671745
07-12-2018 19.00,1740.001953,9.117691994,2220.122089
07-12-2018 19.10,1582.156982,8.909320831,2085.705921
07-12-2018 19.20,1408.159058,8.313214302,1714.135721
07-12-2018 19.30,1359.114014,8.192396164,1642.023223
07-12-2018 19.40,1461.28894,8.4022789,1768.086569
07-12-2018 19.50,1313.821045,8.063400269,1566.509813
07-12-2018 20.00,1194.219971,7.849863052,1445.22749
07-12-2018 20.10,1246.577026,7.927000046,1488.473791
07-12-2018 20.20,1221.10498,7.811528206,1423.984953
07-12-2018 20.30,1393.619019,8.1369524,1609.371808
07-12-2018 20.40,1375.562012,8.180989265,1635.282194
07-12-2018 20.50,1517.521973,8.56273365,1866.818031
07-12-2018 21.00,1589.475952,8.679586411,1939.836793
07-12-2018 21.10,1614.196045,8.891862869,2074.526397
07-12-2018 21.20,1345.58606,8.215069771,1655.457767
07-12-2018 21.30,1113.956055,7.701069832,1363.742929
07-12-2018 21.40,709.6431885,6.770865917,916.0923453
07-12-2018 21.50,554.8148193,6.391018867,764.0167928
07-12-2018 22.00,487.3728027,6.030142784,634.2051588
07-12-2018 22.10,291.8627014,4.666635036,258.1284117
07-12-2018 22.20,399.2669983,6.019690037,630.6530459
07-12-2018 22.30,493.3391113,6.316997051,736.247689
07-12-2018 22.40,490.0463867,6.1384902,671.7121528
07-12-2018 22.50,484.8815918,6.030897141,634.4619604
07-12-2018 23.00,587.6906128,6.414328098,772.884697
07-12-2018 23.10,701.2033081,6.728013992,898.1117164
07-12-2018 23.20,777.4882202,6.89605093,969.8729111
07-12-2018 23.30,1008.494019,7.691812992,1358.761445
07-12-2018 23.40,1067.96106,7.781495094,1407.461641
07-12-2018 23.50,993.5714722,7.480844975,1248.052083
08-12-2018 0.00,3603.900879,13.12139988,3600
08-12-2018 0.10,3588.541992,13.07754993,3600
08-12-2018 0.20,3521.184082,13.00601006,3600
08-12-2018 0.30,3585.418945,13.2266798,3600
08-12-2018 0.40,3385.343994,12.56361008,3583.578842
08-12-2018 0.50,3556.197998,12.6743803,3589.867273
08-12-2018 1.00,3586.297119,12.82246017,3595.439088
08-12-2018 1.10,3587.843994,13.5866003,3600
08-12-2018 1.20,3569.314941,13.45234966,3600
08-12-2018 1.30,3528.553955,13.03402996,3600
08-12-2018 1.40,3546.339111,13.31381989,3600
08-12-2018 1.50,3592.594971,13.33084011,3600
08-12-2018 2.00,3591.230957,13.26959038,3600
08-12-2018 2.10,3576.616943,13.18031979,3600
08-12-2018 2.20,3548.780029,12.93052006,3597.496758
08-12-2018 2.30,3533.236084,12.5752697,3584.327423
08-12-2018 2.40,3602.670898,13.30965042,3600
08-12-2018 2.50,3577.389893,13.05755997,3600
08-12-2018 3.00,3591.36792,13.26513958,3600
08-12-2018 3.10,3569.849121,13.33893013,3600
08-12-2018 3.20,3595.576904,13.30414963,3600
08-12-2018 3.30,3595.524902,13.74314976,3600
08-12-2018 3.40,3603.330078,14.22988987,3600
08-12-2018 3.50,3585.834961,13.64424992,3600
08-12-2018 4.00,3521.031006,12.63416958,3587.796547
08-12-2018 4.10,3588.910889,13.39702988,3600
08-12-2018 4.20,3563.186035,13.20189953,3600
08-12-2018 4.30,3369.159912,12.67416,3589.856582
08-12-2018 4.40,3306.969971,12.56297016,3583.537164
08-12-2018 4.50,3363.197021,12.57808971,3584.505396
08-12-2018 5.00,3243.481934,12.09364033,3535.766279
08-12-2018 5.10,3144.98999,11.88158989,3502.324662
08-12-2018 5.20,2649.278076,10.67451954,3144.998688
08-12-2018 5.30,2610.126953,10.70693016,3158.847356
08-12-2018 5.40,2762.861084,10.9521904,3255.299478
08-12-2018 5.50,2722.253906,10.90878963,3239.278863
08-12-2018 6.00,2661.99292,10.75652027,3179.528079
08-12-2018 6.10,1991.802002,9.294160843,2335.084373
08-12-2018 6.20,1851.745972,9.041376114,2170.697986
08-12-2018 6.30,2309.282959,9.799824715,2661.223949
08-12-2018 6.40,2168.495117,9.593038559,2511.963932
08-12-2018 6.50,2562.73291,10.59947968,3111.909862
08-12-2018 7.00,2937.724121,11.2174902,3343.945308
08-12-2018 7.10,2796.090088,10.53001022,3079.976776
08-12-2018 7.20,2075.965088,9.239625931,2299.470301
08-12-2018 7.30,2703.89209,10.35227966,2992.389585
08-12-2018 7.40,2746.333984,10.80101967,3197.569128
08-12-2018 7.50,2748.326904,10.5544796,3091.369102
08-12-2018 8.00,2603.371094,10.48933029,3060.685436
08-12-2018 8.10,2946.490967,11.27264977,3360.445696
08-12-2018 8.20,2583.047119,10.3800602,3006.651589
08-12-2018 8.30,2670.586914,10.48486996,3058.543323
08-12-2018 8.40,2302.000977,9.692259789,2585.423301
08-12-2018 8.50,2914.121094,11.07334995,3297.729402
08-12-2018 9.00,2159.593994,9.375424385,2388.267301
08-12-2018 9.10,1970.02002,8.940113068,2105.458107
08-12-2018 9.20,1673.646973,8.248664856,1675.448563
08-12-2018 9.30,1941.982056,8.92206955,2093.878634
08-12-2018 9.40,1628.609985,7.932094097,1491.352817
08-12-2018 9.50,1893.13501,8.877111435,2065.091181
08-12-2018 10.00,2034.57605,9.226031303,2290.603336
08-12-2018 10.10,2128.549072,9.286572456,2330.124762
08-12-2018 10.20,2515.35498,10.2568903,2941.759341
08-12-2018 10.30,2650.63208,10.6405201,3130.185295
08-12-2018 10.40,2933.352051,11.30303001,3369.259855
08-12-2018 10.50,2748.958984,10.84671021,3215.59199
08-12-2018 11.00,2477.083008,10.0229702,2806.301723
08-12-2018 11.10,2684.76001,10.86151981,3221.325956
08-12-2018 11.20,2299.092041,9.715254784,2601.95894
08-12-2018 11.30,2122.770996,9.565292358,2490.799325
08-12-2018 11.40,1811.095947,8.871474266,2061.488312
08-12-2018 11.50,1705.107056,8.598295212,1888.946112
08-12-2018 12.00,1878.56604,8.928545952,2098.033216
08-12-2018 12.10,1835.567017,8.828490257,2034.06728
08-12-2018 12.20,1456.241943,7.99913311,1529.500306
08-12-2018 12.30,1806.177979,8.904504776,2082.620464
08-12-2018 12.40,2040.625977,9.225290298,2290.120157
08-12-2018 12.50,2014.371948,9.264720917,2315.850119
08-12-2018 13.00,2069.656006,9.403489113,2406.660513
08-12-2018 13.10,1828.605957,8.98470211,2134.133654
08-12-2018 13.20,1984.016968,9.308958054,2344.759002
08-12-2018 13.30,1752.317993,8.775018692,2000.087904
08-12-2018 13.40,1862.258057,9.076187134,2193.217214
08-12-2018 13.50,2369.406982,10.03411007,2813.128967
08-12-2018 14.00,2120.656006,9.276238441,2323.372678
08-12-2018 14.10,2506.287109,10.1071701,2856.957212
08-12-2018 14.20,2530.799072,10.17593002,2896.727468
08-12-2018 14.30,2632.069092,10.42090988,3027.233979
08-12-2018 14.40,2599.823975,10.29942036,2964.653392
08-12-2018 14.50,3196.74707,11.92411041,3509.652927
08-12-2018 15.00,2893.638916,10.96683025,3260.604673
08-12-2018 15.10,2647.094971,10.28361034,2956.20342
08-12-2018 15.20,2865.388916,10.94725037,3253.498101
08-12-2018 15.30,2483.773926,9.873786926,2711.09596
08-12-2018 15.40,2982.643066,11.00008011,3272.470283
08-12-2018 15.50,2760.593018,10.59675026,3110.679021
08-12-2018 16.00,3036.250977,11.38578987,3392.300946
08-12-2018 16.10,2894.304932,10.99287987,3269.922312
08-12-2018 16.20,2724.416016,10.71537018,3162.41037
08-12-2018 16.30,2808.99292,10.68422031,3149.171473
08-12-2018 16.40,2950.166016,10.97539043,3263.683771
08-12-2018 16.50,3279.878906,11.7058897,3468.617668
08-12-2018 17.00,3262.433105,11.93531036,3511.530531
08-12-2018 17.10,3042.49292,11.23622036,3349.6206
08-12-2018 17.20,2906.891113,11.09533978,3305.074981
08-12-2018 17.30,2599.707031,10.32194996,2976.571714
08-12-2018 17.40,2569.177002,10.25901031,2942.912874
08-12-2018 17.50,2891.698975,11.10367012,3307.829627
08-12-2018 18.00,2624.048096,10.53026962,3080.098376
08-12-2018 18.10,2866.881104,11.03361988,3284.183401
08-12-2018 18.20,2999.13208,11.15985966,3326.010983
08-12-2018 18.30,3112.375,11.72854042,3473.278312
08-12-2018 18.40,3060.504883,11.5314703,3429.499974
08-12-2018 18.50,3269.861084,11.8285799,3492.741093
08-12-2018 19.00,3460.88208,12.43622971,3574.052789
08-12-2018 19.10,3475.98999,12.55062962,3582.721295
08-12-2018 19.20,3540.38501,13.02560043,3600
08-12-2018 19.30,3554.907959,13.04975986,3600
08-12-2018 19.40,3491.791016,13.08815002,3600
08-12-2018 19.50,3416.967041,12.83708954,3595.816059
08-12-2018 20.00,3570.332031,13.34926033,3600
08-12-2018 20.10,3502.352051,12.99164009,3597.921181
08-12-2018 20.20,3526.042969,12.69013023,3590.612955
08-12-2018 20.30,3230.25,11.42605019,3403.004567
08-12-2018 20.40,3433.799072,12.3351202,3564.705193
08-12-2018 20.50,3532.518066,12.96154976,3597.778611
08-12-2018 21.00,3423.156982,12.55827999,3583.229797
08-12-2018 21.10,3553.811035,12.61565018,3586.76182
08-12-2018 21.20,3594.316895,13.30459023,3600
08-12-2018 21.30,3545.556885,12.64826012,3588.549536
08-12-2018 21.40,3502.454102,12.61975002,3586.995308
08-12-2018 21.50,3525.396973,12.83994961,3595.886142
08-12-2018 22.00,3423.413086,12.48073959,3577.663845
08-12-2018 22.10,3456.285889,12.51733017,3580.404526
08-12-2018 22.20,3565.553955,13.15552044,3600
08-12-2018 22.30,3562.89502,13.41053009,3600
08-12-2018 22.40,3541.823975,12.99806023,3597.934979
08-12-2018 22.50,3525.686035,12.64675045,3588.470275
08-12-2018 23.00,3441.686035,12.41473007,3572.198809
08-12-2018 23.10,3509.374023,12.41858959,3572.536914
08-12-2018 23.20,3509.326904,12.87782955,3596.703072
08-12-2018 23.30,3545.922119,12.85365963,3596.205691
08-12-2018 23.40,3602.50293,13.45944023,3600
08-12-2018 23.50,3577.543945,13.32409954,3600
09-12-2018 0.00,380.7150879,5.63441515,508.5108868
09-12-2018 0.10,338.5104065,5.44931221,454.5361491
09-12-2018 0.20,232.9391022,4.902832031,312.4825518
09-12-2018 0.30,159.8871002,4.466520786,214.9467081
09-12-2018 0.40,162.3325958,4.40495491,202.1482983
09-12-2018 0.50,169.3645935,4.51978302,226.1988792
09-12-2018 1.00,114.7468033,4.087491989,139.4162664
09-12-2018 1.10,35.94166946,3.418926954,43.44564598
09-12-2018 1.20,0.01006667,2.41119194,0
09-12-2018 1.30,0,2.326438904,0
09-12-2018 1.40,0,2.324326038,0
09-12-2018 1.50,0,2.644876003,0
09-12-2018 2.00,0,2.743714094,0
09-12-2018 2.10,0,2.756774902,0
09-12-2018 2.20,0,2.828172922,0
09-12-2018 2.30,0,3.082504034,19.18468234
09-12-2018 2.40,0,2.380964041,0
09-12-2018 2.50,0,2.50889802,0
09-12-2018 3.00,0,2.731961966,0
09-12-2018 3.10,0,2.835150957,0
09-12-2018 3.20,0,2.623109102,0
09-12-2018 3.30,0,2.525810003,0
09-12-2018 3.40,0,2.228770971,0
09-12-2018 3.50,0,2.628350019,0
09-12-2018 4.00,0,2.733907938,0
09-12-2018 4.10,0,2.62233901,0
09-12-2018 4.20,0,2.723258018,0
09-12-2018 4.30,0,2.442239046,0
09-12-2018 4.40,0,2.285615921,0
09-12-2018 4.50,0,2.099097013,0
09-12-2018 5.00,0,2.008009911,0
09-12-2018 5.10,0,2.021307945,0
09-12-2018 5.20,0,1.927544951,0
09-12-2018 5.30,0,1.865550041,0
09-12-2018 5.40,0,2.658932924,0
09-12-2018 5.50,11.66551971,3.55644989,58.5773149
09-12-2018 6.00,100.8407974,3.929919004,114.9373565
09-12-2018 6.10,202.3686066,4.540106773,230.5375496
09-12-2018 6.20,275.2626038,4.956091881,325.285644
09-12-2018 6.30,19.06122971,3.071059942,18.67787938
09-12-2018 6.40,0,2.35789609,0
09-12-2018 6.50,0,2.024363995,0
09-12-2018 7.00,0,2.860749006,0
09-12-2018 7.10,0,3.462641001,47.92744767
09-12-2018 7.20,155.0818024,4.353271961,191.5713673
09-12-2018 7.30,99.94654846,3.837564945,98.92328124
09-12-2018 7.40,0.467200488,2.552741051,0
09-12-2018 7.50,0,2.413000107,0
09-12-2018 8.00,0,2.654918909,0
09-12-2018 8.10,0,2.508568048,0
09-12-2018 8.20,0,2.457205057,0
09-12-2018 8.30,0,2.920521021,0
09-12-2018 8.40,0,2.629266977,0
09-12-2018 8.50,0,2.45598197,0
09-12-2018 9.00,0,2.783489943,0
09-12-2018 9.10,0,2.080598116,0
09-12-2018 9.20,0,2.457041979,0
09-12-2018 9.30,0,2.255156994,0
09-12-2018 9.40,0,2.765022993,0
09-12-2018 9.50,0,3.077501059,18.960547
09-12-2018 10.00,0,2.740406036,0
09-12-2018 10.10,12.48254013,4.033042908,129.1591573
09-12-2018 10.20,104.7451019,3.921901941,113.4931173
09-12-2018 10.30,112.5765991,4.027441025,128.1115417
09-12-2018 10.40,64.73908997,3.713042021,79.49165854
09-12-2018 10.50,178.5326996,4.254973888,171.8586503
09-12-2018 11.00,171.1239014,4.406164169,202.3975779
09-12-2018 11.10,124.0814972,4.057672977,133.78211
09-12-2018 11.20,238.9633942,4.764120102,280.0960799
09-12-2018 11.30,182.6838074,4.377953053,196.6036599
09-12-2018 11.40,208.0702972,4.599339008,243.32769
09-12-2018 11.50,210.1291962,4.682220936,261.5981316
09-12-2018 12.00,211.3562927,4.586671829,240.5740325
09-12-2018 12.10,278.1321106,4.806815147,289.9202462
09-12-2018 12.20,259.4179077,4.861503124,302.6902546
09-12-2018 12.30,166.3374939,4.35389185,191.6973435
09-12-2018 12.40,147.7669067,4.192864895,159.6650477
09-12-2018 12.50,120.0238037,4.06759119,135.6515415
09-12-2018 13.00,107.7572021,3.99612689,127.257563
09-12-2018 13.10,126.6505966,4.151043892,151.5640082
09-12-2018 13.20,165.7039032,4.342788219,189.4440319
09-12-2018 13.30,135.607605,4.180263996,157.2150301
09-12-2018 13.40,121.4571991,4.088818073,139.6677837
09-12-2018 13.50,199.1600952,4.478970051,217.5615889
09-12-2018 14.00,200.3269043,4.587158203,240.6795767
